unit,cycle,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,HS
23,175,518.67,643.05,1595.39,1418.91,14.62,21.61,552.5,2388.16,9047.67,1.3,47.97,519.94,2388.24,8119.37,8.493,0.03,394,2388,100.0,38.54,23.0584,2
23,176,518.67,642.8,1592.85,1421.58,14.62,21.61,552.07,2388.21,9036.35,1.3,47.95,520.07,2388.26,8130.22,8.5082,0.03,394,2388,100.0,38.54,23.2165,2
23,177,518.67,643.16,1598.81,1422.2,14.62,21.61,552.16,2388.24,9042.01,1.3,47.99,520.23,2388.25,8124.86,8.4667,0.03,394,2388,100.0,38.75,23.0813,2
23,178,518.67,643.35,1595.15,1421.83,14.62,21.61,551.89,2388.22,9044.35,1.3,47.98,520.41,2388.28,8124.47,8.4505,0.03,395,2388,100.0,38.7,23.2239,2
23,179,518.67,642.92,1593.06,1419.15,14.62,21.61,552.27,2388.26,9045.17,1.3,47.94,519.73,2388.26,8119.52,8.5073,0.03,397,2388,100.0,38.58,23.1202,2
23,180,518.67,643.58,1589.96,1434.55,14.62,21.61,552.44,2388.25,9043.37,1.3,48.01,520.39,2388.25,8123.18,8.5303,0.03,394,2388,100.0,38.43,23.1287,2
23,181,518.67,643.65,1602.22,1422.7,14.62,21.61,551.86,2388.26,9047.72,1.3,48.09,520.24,2388.24,8123.01,8.4995,0.03,395,2388,100.0,38.35,23.2054,2
23,182,518.67,643.46,1596.96,1421.22,14.62,21.61,551.48,2388.22,9046.0,1.3,48.09,520.24,2388.22,8123.59,8.4791,0.03,396,2388,100.0,38.46,23.1114,2
23,183,518.67,643.49,1595.53,1424.79,14.62,21.61,551.5,2388.23,9048.74,1.3,48.02,520.37,2388.26,8126.15,8.502,0.03,395,2388,100.0,38.63,23.055,2
23,184,518.67,643.88,1596.9,1423.55,14.62,21.61,551.76,2388.3,9047.79,1.3,47.84,520.24,2388.21,8121.89,8.5082,0.03,397,2388,100.0,38.45,23.0654,2
23,185,518.67,643.9,1598.46,1428.23,14.62,21.61,551.64,2388.22,9048.47,1.3,48.12,520.24,2388.26,8122.3,8.5132,0.03,395,2388,100.0,38.6,23.0968,2
23,186,518.67,643.32,1595.35,1423.82,14.62,21.61,552.52,2388.25,9046.27,1.3,48.07,520.72,2388.26,8121.17,8.4689,0.03,395,2388,100.0,38.49,23.172,2
23,187,518.67,643.9,1605.11,1431.18,14.62,21.61,551.18,2388.3,9044.89,1.3,48.16,520.33,2388.27,8119.73,8.4924,0.03,396,2388,100.0,38.45,23.1504,2
23,188,518.67,643.21,1598.63,1425.63,14.62,21.61,550.81,2388.32,9048.58,1.3,48.08,520.21,2388.3,8119.48,8.4976,0.03,395,2388,100.0,38.47,23.0794,2
23,189,518.67,643.88,1603.11,1421.74,14.62,21.61,552.14,2388.25,9052.3,1.3,48.28,519.71,2388.35,8121.92,8.5354,0.03,396,2388,100.0,38.49,23.0292,2
23,190,518.67,643.12,1597.87,1421.43,14.62,21.61,551.52,2388.24,9046.27,1.3,48.16,520.26,2388.28,8122.13,8.5075,0.03,398,2388,100.0,38.51,23.1184,2
23,191,518.67,643.63,1606.16,1426.92,14.62,21.61,551.36,2388.27,9041.85,1.3,48.18,519.46,2388.28,8119.73,8.5638,0.03,394,2388,100.0,38.49,23.0622,2
23,192,518.67,643.66,1596.57,1426.72,14.62,21.61,550.91,2388.28,9046.89,1.3,48.26,519.96,2388.25,8119.48,8.5378,0.03,395,2388,100.0,38.2,23.0962,2
23,193,518.67,643.81,1596.5,1421.34,14.62,21.61,551.39,2388.29,9040.0,1.3,48.09,519.42,2388.27,8120.11,8.5346,0.03,395,2388,100.0,38.33,23.1511,2
23,194,518.67,643.59,1597.45,1430.6,14.62,21.61,551.31,2388.3,9051.43,1.3,48.24,519.92,2388.27,8115.69,8.469,0.03,396,2388,100.0,38.33,23.1412,2
23,195,518.67,643.83,1599.78,1432.49,14.62,21.61,551.59,2388.27,9043.03,1.3,48.22,519.73,2388.32,8118.88,8.5223,0.03,394,2388,100.0,38.65,23.0848,2
23,196,518.67,643.75,1602.69,1429.25,14.62,21.61,551.02,2388.32,9049.05,1.3,48.19,519.16,2388.3,8120.13,8.5209,0.03,397,2388,100.0,38.37,23.0284,2
24,1,518.67,641.55,1579.97,1396.86,14.62,21.59,550.41,2387.54,9041.15,1.3,47.28,519.25,2387.65,8116.67,8.4219,0.03,390,2388,100.0,38.78,23.2995,0
24,2,518.67,641.78,1577.83,1390.03,14.62,21.59,553.33,2387.95,9040.55,1.3,46.97,520.6,2387.91,8124.89,8.4022,0.03,391,2388,100.0,39.12,23.3948,0
24,3,518.67,642.03,1585.89,1397.09,14.62,21.59,551.14,2387.35,9036.25,1.3,47.06,519.26,2387.35,8112.68,8.4065,0.03,390,2388,100.0,38.89,23.342,0
24,4,518.67,641.93,1583.73,1397.19,14.62,21.58,551.04,2387.48,9031.77,1.3,47.21,518.61,2387.48,8119.49,8.4702,0.03,389,2388,100.0,38.83,23.2713,0
24,5,518.67,642.17,1586.38,1392.98,14.62,21.58,551.57,2387.45,9033.42,1.3,47.22,519.9,2387.49,8121.72,8.4158,0.03,389,2388,100.0,38.93,23.3693,0
24,6,518.67,642.11,1580.46,1397.49,14.62,21.58,551.77,2387.2,9034.89,1.3,47.15,519.45,2387.18,8117.56,8.4376,0.03,389,2388,100.0,38.9,23.3896,0
24,7,518.67,642.38,1574.71,1404.37,14.62,21.58,550.51,2387.49,9035.59,1.3,47.22,519.52,2387.51,8116.5,8.4087,0.03,389,2388,100.0,38.94,23.2509,0
24,8,518.67,642.31,1573.7,1397.96,14.62,21.58,550.75,2387.55,9037.8,1.3,47.41,518.93,2387.56,8115.24,8.4446,0.03,391,2388,100.0,38.82,23.2532,0
24,9,518.67,642.22,1572.06,1395.82,14.62,21.59,550.65,2387.46,9030.78,1.3,47.09,519.28,2387.47,8120.63,8.4606,0.03,391,2388,100.0,38.71,23.3422,0
24,10,518.67,642.31,1578.41,1401.14,14.62,21.58,551.17,2387.16,9035.22,1.3,47.28,519.16,2387.15,8116.71,8.4706,0.03,392,2388,100.0,38.85,23.2056,0
24,11,518.67,641.67,1579.84,1390.44,14.62,21.58,551.19,2387.9,9042.92,1.3,47.1,519.01,2387.86,8117.27,8.4524,0.03,391,2388,100.0,38.92,23.2498,0
24,12,518.67,641.83,1582.73,1394.94,14.62,21.58,551.4,2387.35,9040.72,1.3,47.21,519.52,2387.36,8119.83,8.4252,0.03,390,2388,100.0,38.87,23.2686,0
24,13,518.67,642.34,1579.46,1388.82,14.62,21.58,550.93,2387.58,9037.75,1.3,47.12,518.38,2387.52,8123.05,8.4449,0.03,390,2388,100.0,38.74,23.3129,0
24,14,518.67,641.54,1581.68,1391.72,14.62,21.59,552.61,2387.9,9043.19,1.3,47.04,520.41,2387.93,8130.56,8.3972,0.03,390,2388,100.0,39.11,23.3111,0
24,15,518.67,642.21,1578.06,1403.95,14.62,21.58,551.23,2387.67,9035.69,1.3,47.2,519.52,2387.74,8128.64,8.4394,0.03,389,2388,100.0,38.72,23.373,0
24,16,518.67,641.62,1582.79,1403.03,14.62,21.58,551.08,2387.6,9037.03,1.29,47.13,519.41,2387.6,8118.36,8.4316,0.03,392,2388,100.0,38.97,23.243,0
24,17,518.67,642.11,1577.48,1398.51,14.62,21.58,551.59,2387.7,9038.88,1.3,47.15,518.66,2387.68,8126.53,8.4531,0.03,389,2388,100.0,38.75,23.3506,0
24,18,518.67,642.32,1571.73,1406.67,14.62,21.58,550.77,2387.37,9032.42,1.3,47.29,519.21,2387.38,8118.19,8.4543,0.03,391,2388,100.0,38.82,23.2129,0
24,19,518.67,641.87,1584.4,1389.37,14.62,21.59,552.83,2387.92,9037.91,1.3,47.21,520.3,2387.93,8130.7,8.339,0.03,391,2388,100.0,39.06,23.3707,0
24,20,518.67,641.66,1580.03,1401.08,14.62,21.58,551.53,2387.47,9034.46,1.3,47.4,519.14,2387.5,8120.81,8.4404,0.03,391,2388,100.0,38.66,23.2896,0
24,21,518.67,642.46,1576.59,1404.9,14.62,21.58,550.59,2387.48,9031.91,1.3,47.25,519.28,2387.49,8116.71,8.4388,0.03,391,2388,100.0,38.66,23.3329,0
24,22,518.67,642.27,1583.37,1395.33,14.62,21.58,551.64,2387.6,9035.98,1.3,47.03,519.19,2387.66,8124.08,8.4048,0.03,391,2388,100.0,38.89,23.3156,0
24,23,518.67,642.28,1579.66,1390.34,14.62,21.58,551.53,2387.71,9042.13,1.3,47.28,519.76,2387.68,8120.81,8.3934,0.03,391,2388,100.0,38.86,23.3711,0
24,24,518.67,642.61,1579.99,1395.33,14.62,21.59,550.87,2387.54,9033.49,1.3,47.17,519.0,2387.48,8120.39,8.4509,0.03,390,2388,100.0,38.78,23.3458,0
24,25,518.67,642.19,1579.19,1405.67,14.62,21.59,551.25,2387.57,9032.57,1.3,47.27,519.52,2387.54,8119.54,8.4493,0.03,390,2388,100.0,38.95,23.2063,0
24,26,518.67,641.81,1575.14,1393.97,14.62,21.59,551.47,2387.5,9035.49,1.3,47.21,519.49,2387.51,8116.66,8.4003,0.03,391,2388,100.0,38.73,23.1785,0
24,27,518.67,642.39,1585.89,1397.02,14.62,21.58,550.64,2387.57,9037.22,1.3,47.29,518.58,2387.61,8118.7,8.4024,0.03,390,2388,100.0,38.75,23.2724,0
24,28,518.67,642.18,1580.87,1403.4,14.62,21.58,550.73,2387.58,9034.53,1.3,47.34,518.38,2387.55,8119.17,8.4195,0.03,389,2388,100.0,38.77,23.3785,0
24,29,518.67,642.19,1578.67,1399.05,14.62,21.59,551.11,2387.38,9039.64,1.3,47.26,519.43,2387.45,8121.33,8.4203,0.03,391,2388,100.0,38.68,23.2396,0
24,30,518.67,642.07,1573.59,1395.58,14.62,21.59,551.3,2387.5,9037.94,1.3,47.12,519.32,2387.56,8120.12,8.4611,0.03,390,2388,100.0,38.85,23.3284,0
24,31,518.67,642.41,1581.96,1402.33,14.62,21.58,551.48,2387.41,9040.67,1.3,47.22,518.69,2387.42,8120.43,8.4551,0.03,390,2388,100.0,38.84,23.2935,0
24,32,518.67,642.18,1578.57,1403.64,14.62,21.59,550.32,2387.5,9034.98,1.3,47.19,519.27,2387.54,8126.82,8.4477,0.03,389,2388,100.0,38.84,23.3317,0
24,33,518.67,642.44,1579.42,1405.88,14.62,21.58,550.04,2387.33,9034.23,1.3,47.33,518.97,2387.25,8117.74,8.4619,0.03,389,2388,100.0,38.73,23.2881,0
24,34,518.67,642.47,1578.41,1402.4,14.62,21.58,551.13,2387.56,9038.44,1.3,47.05,518.81,2387.49,8120.57,8.429,0.03,388,2388,100.0,38.87,23.2297,0
24,35,518.67,641.92,1578.15,1396.19,14.62,21.58,551.61,2387.53,9034.18,1.3,47.29,519.22,2387.51,8113.96,8.4237,0.03,391,2388,100.0,38.83,23.3818,0
24,36,518.67,641.88,1572.79,1392.48,14.62,21.58,551.63,2387.52,9044.13,1.3,47.48,519.39,2387.54,8125.67,8.4011,0.03,390,2388,100.0,38.86,23.39,0
24,37,518.67,642.11,1589.63,1407.44,14.62,21.58,550.82,2387.54,9038.29,1.3,47.29,518.9,2387.54,8119.0,8.4312,0.03,389,2388,100.0,38.78,23.3242,0
24,38,518.67,642.3,1576.67,1400.34,14.62,21.58,551.11,2387.73,9031.31,1.3,47.36,519.25,2387.75,8121.87,8.416,0.03,390,2388,100.0,38.77,23.3393,0
24,39,518.67,642.63,1575.99,1397.38,14.62,21.58,550.96,2387.54,9034.14,1.3,47.1,519.43,2387.53,8119.68,8.4382,0.03,389,2388,100.0,39.02,23.3212,0
24,40,518.67,642.08,1575.74,1395.67,14.62,21.58,551.12,2387.19,9035.12,1.3,47.37,519.55,2387.24,8123.86,8.4401,0.03,390,2388,100.0,38.93,23.3145,0
24,41,518.67,642.27,1571.86,1398.43,14.62,21.59,551.49,2387.55,9042.13,1.3,47.17,519.01,2387.56,8119.18,8.425,0.03,390,2388,100.0,38.75,23.2697,0
24,42,518.67,641.74,1582.4,1392.51,14.62,21.59,552.48,2387.98,9048.33,1.3,46.87,520.35,2387.97,8129.95,8.3803,0.03,390,2388,100.0,38.97,23.3671,0
24,43,518.67,642.17,1575.79,1398.51,14.62,21.58,550.88,2387.72,9035.18,1.3,47.24,518.86,2387.76,8122.82,8.4551,0.03,390,2388,100.0,38.78,23.3009,0
24,44,518.67,641.76,1574.69,1406.15,14.62,21.58,551.15,2387.21,9029.99,1.3,47.31,518.73,2387.21,8125.68,8.3876,0.03,390,2388,100.0,38.89,23.2486,0
24,45,518.67,642.5,1583.84,1405.32,14.62,21.58,551.04,2387.57,9030.04,1.3,47.07,519.13,2387.62,8118.46,8.4496,0.03,391,2388,100.0,38.64,23.2526,0
24,46,518.67,642.38,1577.92,1396.21,14.62,21.58,551.49,2387.31,9028.76,1.3,47.12,519.2,2387.37,8126.59,8.4338,0.03,390,2388,100.0,38.85,23.2998,0
24,47,518.67,641.6,1579.79,1399.92,14.62,21.58,551.03,2387.31,9039.66,1.3,47.25,519.46,2387.3,8121.04,8.4264,0.03,390,2388,100.0,38.73,23.4012,0
24,48,518.67,641.97,1583.37,1407.75,14.62,21.58,551.3,2387.5,9032.27,1.3,47.07,519.16,2387.54,8124.33,8.4307,0.03,392,2388,100.0,38.69,23.3102,0
24,49,518.67,641.96,1582.54,1400.62,14.62,21.58,551.41,2387.51,9038.74,1.3,47.07,519.25,2387.49,8123.24,8.4651,0.03,391,2388,100.0,38.69,23.325,0
24,50,518.67,642.27,1579.25,1402.71,14.62,21.58,551.02,2387.42,9035.06,1.3,47.16,519.8,2387.45,8123.97,8.3964,0.03,391,2388,100.0,38.89,23.3034,0
24,51,518.67,642.15,1578.69,1401.3,14.62,21.58,550.25,2387.51,9037.63,1.3,47.28,518.98,2387.53,8117.25,8.4381,0.03,390,2388,100.0,38.92,23.4279,0
24,52,518.67,642.64,1579.4,1389.91,14.62,21.58,551.19,2387.78,9034.57,1.3,47.09,519.39,2387.74,8118.34,8.4674,0.03,390,2388,100.0,38.89,23.4062,0
24,53,518.67,641.98,1580.02,1391.94,14.62,21.58,551.01,2387.32,9030.49,1.3,47.31,519.37,2387.27,8117.57,8.4029,0.03,389,2388,100.0,38.98,23.4042,0
24,54,518.67,641.6,1581.43,1400.65,14.62,21.58,550.24,2387.53,9043.01,1.3,47.25,519.44,2387.56,8121.05,8.4146,0.03,389,2388,100.0,38.93,23.1984,0
24,55,518.67,642.45,1575.88,1392.93,14.62,21.58,550.73,2387.26,9032.65,1.3,47.08,519.41,2387.33,8117.29,8.4264,0.03,390,2388,100.0,38.66,23.2357,0
24,56,518.67,642.21,1582.64,1391.92,14.62,21.59,552.66,2387.99,9039.89,1.3,46.9,520.94,2387.95,8135.21,8.4039,0.03,391,2388,100.0,38.79,23.3741,0
24,57,518.67,642.42,1583.06,1399.18,14.62,21.58,550.79,2387.54,9034.39,1.3,47.26,518.5,2387.59,8112.87,8.4409,0.03,389,2388,100.0,38.84,23.3692,0
24,58,518.67,642.17,1579.58,1400.44,14.62,21.58,551.23,2387.52,9034.63,1.3,47.12,519.38,2387.58,8123.42,8.45,0.03,389,2388,100.0,38.83,23.2262,0
24,59,518.67,642.2,1586.06,1405.09,14.62,21.58,550.65,2387.27,9030.82,1.3,47.1,519.26,2387.28,8117.3,8.4448,0.03,391,2388,100.0,38.73,23.2921,0
24,60,518.67,642.62,1574.86,1397.03,14.62,21.58,551.34,2387.54,9041.91,1.3,47.2,518.98,2387.52,8122.12,8.4483,0.03,389,2388,100.0,38.88,23.2848,0
24,61,518.67,641.75,1579.09,1402.52,14.62,21.58,551.74,2387.47,9034.48,1.3,47.15,519.33,2387.44,8125.09,8.4294,0.03,389,2388,100.0,38.92,23.3295,0
24,62,518.67,642.09,1578.42,1404.55,14.62,21.59,550.28,2387.34,9036.25,1.3,47.24,519.55,2387.3,8122.28,8.4335,0.03,390,2388,100.0,38.73,23.2499,0
24,63,518.67,641.89,1581.55,1397.55,14.62,21.58,551.1,2387.47,9027.91,1.3,47.1,519.51,2387.44,8122.89,8.4168,0.03,390,2388,100.0,38.93,23.298,0
24,64,518.67,642.21,1584.69,1397.34,14.62,21.58,550.25,2387.35,9033.93,1.3,47.19,519.32,2387.34,8119.65,8.4112,0.03,391,2388,100.0,38.78,23.3414,0
24,65,518.67,641.89,1582.84,1393.22,14.62,21.58,551.22,2387.48,9040.61,1.3,47.08,519.13,2387.37,8120.2,8.4389,0.03,389,2388,100.0,38.82,23.3968,0
24,66,518.67,642.24,1578.81,1404.56,14.62,21.58,551.29,2387.38,9027.17,1.3,47.29,519.1,2387.37,8120.21,8.4561,0.03,391,2388,100.0,38.84,23.2577,0
24,67,518.67,641.96,1579.32,1396.76,14.62,21.58,551.12,2387.29,9045.87,1.3,47.4,519.28,2387.33,8123.42,8.4324,0.03,390,2388,100.0,38.85,23.4021,0
24,68,518.67,641.9,1584.68,1397.58,14.62,21.58,551.45,2387.0,9041.98,1.3,47.26,518.67,2387.06,8121.87,8.4479,0.03,390,2388,100.0,38.65,23.2946,0
24,69,518.67,641.71,1583.53,1401.66,14.62,21.58,550.92,2387.57,9033.32,1.3,47.16,519.18,2387.63,8123.15,8.4459,0.03,390,2388,100.0,38.81,23.2489,0
24,70,518.67,641.85,1587.3,1392.53,14.62,21.58,552.79,2387.93,9038.05,1.3,47.04,520.49,2387.96,8132.23,8.386,0.03,391,2388,100.0,38.83,23.4525,0
24,71,518.67,641.98,1579.89,1392.65,14.62,21.59,552.0,2387.94,9045.8,1.3,46.99,520.91,2387.89,8128.89,8.4174,0.03,391,2388,100.0,39.09,23.4488,0
24,72,518.67,642.14,1577.89,1391.87,14.62,21.58,551.28,2387.48,9034.96,1.3,47.2,519.49,2387.46,8121.84,8.439,0.03,391,2388,100.0,38.9,23.4973,0
24,73,518.67,642.4,1576.21,1394.37,14.62,21.58,551.34,2387.46,9035.42,1.3,47.07,519.67,2387.45,8124.51,8.3671,0.03,391,2388,100.0,38.85,23.4595,0
24,74,518.67,641.98,1571.54,1395.26,14.62,21.58,551.36,2387.62,9037.52,1.3,47.28,519.23,2387.59,8121.18,8.4563,0.03,391,2388,100.0,38.68,23.2922,0
24,75,518.67,642.03,1576.12,1394.28,14.62,21.58,550.69,2387.54,9040.6,1.3,47.32,519.35,2387.55,8117.04,8.4688,0.03,391,2388,100.0,38.93,23.358,0
24,76,518.67,641.95,1574.87,1397.61,14.62,21.58,552.29,2387.58,9038.49,1.3,47.06,519.19,2387.59,8125.14,8.4432,0.03,390,2388,100.0,38.76,23.3076,0
24,77,518.67,641.87,1587.51,1404.3,14.62,21.58,550.9,2387.32,9033.43,1.3,47.2,519.23,2387.32,8119.67,8.3964,0.03,391,2388,100.0,38.7,23.284,0
24,78,518.67,642.17,1569.22,1400.6,14.62,21.58,550.83,2387.6,9039.97,1.3,47.13,519.03,2387.6,8121.94,8.4347,0.03,390,2388,100.0,39.08,23.2408,0
24,79,518.67,642.16,1572.59,1402.75,14.62,21.59,551.05,2387.24,9043.26,1.3,47.08,519.24,2387.2,8121.4,8.3974,0.03,389,2388,100.0,38.73,23.3497,0
24,80,518.67,642.24,1581.29,1400.75,14.62,21.58,551.29,2387.65,9033.68,1.3,47.4,519.53,2387.66,8123.9,8.4388,0.03,388,2388,100.0,38.7,23.3226,0
24,81,518.67,641.84,1581.82,1394.73,14.62,21.58,551.67,2387.54,9031.68,1.3,47.32,519.05,2387.58,8119.61,8.4322,0.03,390,2388,100.0,38.97,23.2357,0
24,82,518.67,642.39,1577.64,1403.96,14.62,21.58,550.98,2387.59,9036.4,1.3,47.16,519.33,2387.54,8122.67,8.4085,0.03,389,2388,100.0,38.79,23.323,0
24,83,518.67,641.75,1576.37,1389.39,14.62,21.58,549.76,2387.6,9031.62,1.3,47.43,519.49,2387.62,8119.98,8.4544,0.03,390,2388,100.0,38.8,23.3508,0
24,84,518.67,642.39,1580.02,1405.89,14.62,21.58,550.85,2387.28,9032.1,1.3,47.11,518.81,2387.28,8124.91,8.4212,0.03,391,2388,100.0,38.81,23.2956,0
24,85,518.67,642.18,1582.39,1395.22,14.62,21.58,550.83,2387.37,9039.55,1.3,47.04,519.19,2387.37,8118.03,8.4302,0.03,389,2388,100.0,38.87,23.355,0
24,86,518.67,642.25,1584.39,1397.41,14.62,21.58,551.71,2387.55,9031.48,1.3,47.5,519.08,2387.57,8119.27,8.4159,0.03,390,2388,100.0,38.81,23.2722,0
24,87,518.67,641.98,1571.25,1385.81,14.62,21.59,552.96,2387.98,9046.97,1.3,47.04,520.4,2387.97,8138.02,8.3891,0.03,390,2388,100.0,39.08,23.4709,0
24,88,518.67,642.57,1581.19,1393.97,14.62,21.59,553.06,2387.98,9044.28,1.3,47.09,520.84,2387.97,8129.92,8.4112,0.03,391,2388,100.0,38.83,23.4529,0
24,89,518.67,642.65,1579.09,1399.63,14.62,21.58,551.17,2387.01,9037.93,1.3,47.39,518.89,2387.04,8121.61,8.4495,0.03,389,2388,100.0,38.89,23.2704,0
24,90,518.67,641.83,1585.8,1393.81,14.62,21.58,552.42,2387.92,9053.55,1.3,47.11,520.52,2387.96,8133.69,8.377,0.03,391,2388,100.0,38.94,23.5032,0
24,91,518.67,641.91,1587.02,1403.72,14.62,21.58,550.67,2387.51,9034.23,1.3,47.07,519.06,2387.5,8121.96,8.4429,0.03,390,2388,100.0,38.76,23.387,0
24,92,518.67,642.01,1577.26,1402.29,14.62,21.58,550.68,2387.44,9033.54,1.3,47.37,519.76,2387.48,8120.2,8.4146,0.03,391,2388,100.0,38.98,23.3765,0
24,93,518.67,641.89,1572.37,1402.8,14.62,21.58,551.08,2387.48,9035.81,1.3,47.25,518.77,2387.42,8119.5,8.4347,0.03,390,2388,100.0,38.91,23.3997,0
24,94,518.67,642.0,1579.85,1396.96,14.62,21.58,550.71,2387.41,9033.97,1.3,47.28,518.75,2387.45,8121.98,8.4241,0.03,390,2388,100.0,38.99,23.2281,0
24,95,518.67,642.01,1580.04,1391.64,14.62,21.58,552.65,2387.92,9048.55,1.3,47.14,520.74,2387.97,8130.55,8.3859,0.03,391,2388,100.0,38.95,23.4741,0
24,96,518.67,641.95,1576.2,1400.39,14.62,21.58,551.1,2387.64,9032.6,1.3,47.25,519.38,2387.62,8121.66,8.426,0.03,390,2388,100.0,38.77,23.2743,0
24,97,518.67,642.27,1587.28,1401.36,14.62,21.58,550.78,2387.5,9034.75,1.3,47.19,519.45,2387.5,8125.6,8.4338,0.03,390,2388,100.0,38.81,23.2615,0
24,98,518.67,642.71,1585.39,1404.51,14.62,21.58,550.46,2387.55,9035.87,1.3,47.08,518.84,2387.56,8115.63,8.4533,0.03,391,2388,100.0,38.92,23.2798,0
24,99,518.67,642.28,1577.59,1390.5,14.62,21.58,551.94,2387.94,9041.31,1.3,47.03,520.98,2387.97,8131.67,8.4044,0.03,390,2388,100.0,39.12,23.3654,0
24,100,518.67,641.99,1578.03,1399.97,14.62,21.58,551.46,2387.41,9037.07,1.3,47.38,519.68,2387.43,8122.09,8.4324,0.03,389,2388,100.0,38.76,23.2734,0
24,101,518.67,642.04,1575.91,1399.66,14.62,21.58,551.35,2387.38,9031.61,1.3,47.41,519.2,2387.34,8122.77,8.4335,0.03,393,2388,100.0,38.92,23.2367,0
24,102,518.67,642.53,1576.15,1398.04,14.62,21.58,550.6,2387.4,9036.47,1.3,47.28,518.81,2387.37,8123.15,8.4367,0.03,390,2388,100.0,38.65,23.2353,0
24,103,518.67,642.05,1576.53,1396.2,14.62,21.58,551.1,2387.73,9031.72,1.3,47.04,519.4,2387.75,8119.53,8.4098,0.03,390,2388,100.0,38.73,23.218,0
24,104,518.67,642.23,1576.51,1406.04,14.62,21.58,551.0,2387.91,9040.59,1.3,47.04,518.57,2387.92,8120.98,8.4625,0.03,390,2388,100.0,38.88,23.4255,0
24,105,518.67,641.9,1583.34,1412.34,14.62,21.58,551.61,2387.54,9037.83,1.3,47.19,518.79,2387.52,8119.91,8.4592,0.03,390,2388,100.0,38.93,23.242,0
24,106,518.67,641.7,1574.47,1393.37,14.62,21.58,550.78,2387.45,9032.31,1.3,47.34,519.13,2387.54,8116.34,8.4364,0.03,391,2388,100.0,38.83,23.1982,0
24,107,518.67,641.97,1584.82,1395.59,14.62,21.58,550.19,2387.58,9036.08,1.3,47.22,518.9,2387.54,8121.02,8.4291,0.03,389,2388,100.0,38.9,23.3129,0
24,108,518.67,642.63,1573.8,1406.9,14.62,21.58,550.61,2387.36,9030.09,1.3,47.26,519.06,2387.32,8119.37,8.4411,0.03,390,2388,100.0,38.96,23.2029,0
24,109,518.67,642.09,1584.53,1404.39,14.62,21.58,550.71,2387.44,9029.96,1.3,47.12,518.62,2387.45,8118.18,8.4604,0.03,388,2388,100.0,38.65,23.213,0
24,110,518.67,642.82,1576.32,1405.52,14.62,21.58,550.23,2387.59,9027.6,1.3,47.18,518.74,2387.65,8126.41,8.4538,0.03,391,2388,100.0,38.69,23.158,0
24,111,518.67,642.0,1583.13,1387.73,14.62,21.59,552.94,2387.96,9045.48,1.3,47.21,520.73,2387.89,8134.96,8.3917,0.03,389,2388,100.0,38.99,23.4216,0
24,112,518.67,641.93,1578.04,1404.1,14.62,21.58,551.16,2387.62,9030.73,1.3,47.15,519.15,2387.55,8116.63,8.426,0.03,389,2388,100.0,38.98,23.3778,0
24,113,518.67,642.15,1576.75,1390.21,14.62,21.58,550.95,2387.52,9042.52,1.3,47.34,519.1,2387.56,8119.75,8.428,0.03,392,2388,100.0,38.64,23.2404,0
24,114,518.67,642.76,1583.73,1402.44,14.62,21.58,551.66,2387.37,9032.82,1.3,47.19,519.41,2387.36,8119.14,8.4274,0.03,390,2388,100.0,38.75,23.3644,0
24,115,518.67,642.2,1580.28,1399.43,14.62,21.58,551.73,2387.61,9034.9,1.3,47.21,519.3,2387.61,8115.94,8.4242,0.03,390,2388,100.0,38.9,23.3448,0
24,116,518.67,642.59,1575.63,1403.98,14.62,21.58,551.28,2387.09,9035.4,1.3,47.24,519.37,2387.07,8120.38,8.44,0.03,390,2388,100.0,38.73,23.22,0
24,117,518.67,641.68,1583.58,1405.41,14.62,21.58,551.39,2387.26,9034.17,1.3,47.39,519.07,2387.29,8122.96,8.4382,0.03,390,2388,100.0,38.71,23.3039,0
24,118,518.67,642.15,1572.36,1397.5,14.62,21.58,550.72,2387.46,9040.09,1.3,47.22,518.73,2387.5,8118.5,8.3982,0.03,390,2388,100.0,38.6,23.2661,0
24,119,518.67,641.9,1580.48,1404.7,14.62,21.58,550.62,2387.62,9028.62,1.3,47.16,519.18,2387.53,8114.29,8.4214,0.03,390,2388,100.0,39.01,23.3171,0
24,120,518.67,641.84,1586.98,1403.87,14.62,21.58,550.9,2387.35,9032.37,1.3,47.32,519.14,2387.35,8120.56,8.4138,0.03,393,2388,100.0,38.72,23.3327,0
24,121,518.67,642.11,1580.76,1395.79,14.62,21.58,550.77,2387.45,9040.32,1.3,47.25,519.72,2387.5,8123.45,8.4189,0.03,392,2388,100.0,38.99,23.294,0
24,122,518.67,642.3,1575.7,1395.14,14.62,21.58,551.55,2387.44,9033.77,1.3,47.1,518.99,2387.5,8122.65,8.4291,0.03,389,2388,100.0,38.85,23.4565,0
24,123,518.67,642.18,1577.18,1399.11,14.62,21.58,550.94,2387.29,9042.68,1.3,47.13,519.17,2387.23,8128.57,8.4094,0.03,390,2388,100.0,38.98,23.2629,0
24,124,518.67,642.07,1583.9,1395.3,14.62,21.58,552.96,2387.97,9049.27,1.3,46.94,520.15,2387.94,8129.43,8.426,0.03,390,2388,100.0,38.91,23.4932,0
